date,channel,campaign,spend,impressions,clicks,leads,closed_deals
2026-08-06,Organic Social,FB Organic,0.0,4182,109,2,0
2026-08-06,LinkedIn Ads,Sponsored Content,452.55,9377,60,3,0
2026-08-06,LinkedIn Ads,InMail Campaign,384.85,13076,119,5,0
2026-08-07,Google Ads,Search - Brand,925.49,9305,263,19,2
2026-08-07,Google Ads,Search - Competitor,552.26,11875,506,44,9
2026-08-07,Google Ads,Display - Retargeting,729.33,9335,323,2,0
2026-08-07,Meta Ads,FB - Lead Gen,578.28,17067,293,11,1
2026-08-07,Meta Ads,IG - Awareness,490.56,18063,220,9,2
2026-08-07,Meta Ads,FB - Retargeting,418.24,17802,500,19,3
2026-08-07,Email,Monthly Newsletter,20.39,3090,404,38,4
2026-08-07,Email,Promo Blast,26.29,3731,487,56,9
2026-08-07,Organic Social,LinkedIn Organic,0.0,16117,391,12,1
2026-08-07,Organic Social,FB Organic,0.0,15757,500,9,2
2026-08-07,LinkedIn Ads,Sponsored Content,514.35,12181,67,3,0
2026-08-07,LinkedIn Ads,InMail Campaign,462.73,13547,64,2,0
2026-08-08,Google Ads,Search - Brand,695.05,12207,733,18,4
2026-08-08,Google Ads,Search - Competitor,566.35,18438,842,67,10
2026-08-08,Google Ads,Display - Retargeting,435.21,20682,909,58,14
2026-08-08,Meta Ads,FB - Lead Gen,346.27,17381,275,10,1
2026-08-08,Meta Ads,IG - Awareness,291.64,11884,271,13,2
2026-08-08,Meta Ads,FB - Retargeting,495.03,13823,316,11,2
2026-08-08,Email,Monthly Newsletter,32.16,2611,410,19,4
2026-08-08,Email,Promo Blast,22.67,2878,214,16,2
2026-08-08,Organic Social,LinkedIn Organic,0.0,14450,516,16,3
2026-08-08,Organic Social,FB Organic,0.0,11476,468,10,2
2026-08-08,LinkedIn Ads,Sponsored Content,422.66,15009,145,10,1
2026-08-08,LinkedIn Ads,InMail Campaign,406.32,14776,126,7,1
2026-08-09,Google Ads,Search - Brand,692.83,21553,1043,68,7
2026-08-09,Google Ads,Search - Competitor,205.39,16553,730,37,7
2026-08-09,Google Ads,Display - Retargeting,590.94,19511,893,41,9
2026-08-09,Meta Ads,FB - Lead Gen,441.33,17106,278,8,1
2026-08-09,Meta Ads,IG - Awareness,468.16,16919,288,5,0
2026-08-09,Meta Ads,FB - Retargeting,559.28,13810,236,12,1
2026-08-09,Email,Monthly Newsletter,15.36,2919,316,20,3
2026-08-09,Email,Promo Blast,28.07,2995,381,52,8
2026-08-09,Organic Social,LinkedIn Organic,0.0,12963,323,7,1
2026-08-09,Organic Social,FB Organic,0.0,24396,627,16,2
2026-08-09,LinkedIn Ads,Sponsored Content,494.53,16054,161,2,0
2026-08-09,LinkedIn Ads,InMail Campaign,394.21,19389,106,0,0
2026-08-10,Google Ads,Search - Brand,636.55,10639,384,16,2
2026-08-10,Google Ads,Search - Competitor,506.05,16976,327,14,1
2026-08-10,Google Ads,Display - Retargeting,561.55,12847,670,17,3
2026-08-10,Meta Ads,FB - Lead Gen,531.81,22426,364,15,1
2026-08-10,Meta Ads,IG - Awareness,187.61,18379,330,17,1
2026-08-10,Meta Ads,FB - Retargeting,527.32,22475,438,18,3
2026-08-10,Email,Monthly Newsletter,15.18,3677,387,40,4
2026-08-10,Email,Promo Blast,17.63,3717,415,53,9
2026-08-10,Organic Social,LinkedIn Organic,0.0,18568,491,17,3
2026-08-10,Organic Social,FB Organic,0.0,15657,676,23,4
2026-08-10,LinkedIn Ads,Sponsored Content,570.98,15842,132,4,0
2026-08-10,LinkedIn Ads,InMail Campaign,566.49,11655,119,5,0
2026-08-11,Google Ads,Search - Brand,749.64,13852,718,39,6
2026-08-11,Google Ads,Search - Competitor,674.03,16163,437,17,3
2026-08-11,Google Ads,Display - Retargeting,580.18,12905,422,17,1
2026-08-11,Meta Ads,FB - Lead Gen,454.85,12606,183,7,1
2026-08-11,Meta Ads,IG - Awareness,710.87,8952,198,10,1
2026-08-11,Meta Ads,FB - Retargeting,490.38,13169,245,14,2
2026-08-11,Email,Monthly Newsletter,28.18,2784,234,19,4
2026-08-11,Email,Promo Blast,15.46,2472,304,19,2
2026-08-11,Organic Social,LinkedIn Organic,0.0,9537,230,8,0
2026-08-11,Organic Social,FB Organic,0.0,12479,429,12,1
2026-08-11,LinkedIn Ads,Sponsored Content,454.99,8017,70,3,0
2026-08-11,LinkedIn Ads,InMail Campaign,563.17,10490,102,5,0
2026-08-12,Google Ads,Search - Brand,597.02,14570,815,33,4
2026-08-12,Google Ads,Search - Competitor,755.45,12617,670,60,9
2026-08-12,Google Ads,Display - Retargeting,702.2,10385,537,34,6
2026-08-12,Meta Ads,FB - Lead Gen,391.35,8355,165,2,0
2026-08-12,Meta Ads,IG - Awareness,576.47,15767,394,20,2
2026-08-12,Meta Ads,FB - Retargeting,469.85,14810,182,5,0
2026-08-12,Email,Monthly Newsletter,12.27,3023,344,15,3
2026-08-12,Email,Promo Blast,29.47,3113,349,36,7
2026-08-12,Organic Social,LinkedIn Organic,0.0,11701,370,15,2
2026-08-12,Organic Social,FB Organic,0.0,12897,389,9,1
2026-08-12,LinkedIn Ads,Sponsored Content,254.0,12815,80,4,0
2026-08-12,LinkedIn Ads,InMail Campaign,522.68,5513,62,3,0
2026-08-13,Google Ads,Search - Brand,623.57,15704,612,38,5
2026-08-13,Google Ads,Search - Competitor,539.35,12254,393,24,5
2026-08-13,Google Ads,Display - Retargeting,677.23,18279,875,44,9
2026-08-13,Meta Ads,FB - Lead Gen,308.29,11397,165,8,1
2026-08-13,Meta Ads,IG - Awareness,523.52,19287,286,12,2
2026-08-13,Meta Ads,FB - Retargeting,565.47,14539,241,11,2
2026-08-13,Email,Monthly Newsletter,20.82,2969,280,6,1
2026-08-13,Email,Promo Blast,28.81,3131,229,18,1
2026-08-13,Organic Social,LinkedIn Organic,0.0,10655,399,15,2
2026-08-13,Organic Social,FB Organic,0.0,16401,408,12,1
2026-08-13,LinkedIn Ads,Sponsored Content,249.62,6078,50,2,0
2026-08-13,LinkedIn Ads,InMail Campaign,528.28,19693,148,6,1
2026-08-14,Google Ads,Search - Brand,396.46,15892,794,57,4
2026-08-14,Google Ads,Search - Competitor,485.8,11486,527,36,9
2026-08-14,Google Ads,Display - Retargeting,525.76,13009,720,47,11
2026-08-14,Meta Ads,FB - Lead Gen,500.35,10371,136,2,0
2026-08-14,Meta Ads,IG - Awareness,605.34,22397,471,25,3
2026-08-14,Meta Ads,FB - Retargeting,331.75,18400,358,14,2
2026-08-14,Email,Monthly Newsletter,27.02,3641,550,57,12
2026-08-14,Email,Promo Blast,28.21,2769,382,19,4
2026-08-14,Organic Social,LinkedIn Organic,0.0,16143,402,14,2
2026-08-14,Organic Social,FB Organic,0.0,16682,442,16,2
2026-08-14,LinkedIn Ads,Sponsored Content,494.48,11169,78,3,0
2026-08-14,LinkedIn Ads,InMail Campaign,638.7,11779,114,1,0
2026-08-15,Google Ads,Search - Brand,456.18,9589,294,19,3
2026-08-15,Google Ads,Search - Competitor,656.91,17761,841,60,10
2026-08-15,Google Ads,Display - Retargeting,421.95,19231,763,32,5
2026-08-15,Meta Ads,FB - Lead Gen,360.17,13330,256,11,1
2026-08-15,Meta Ads,IG - Awareness,409.77,19297,381,24,5
2026-08-15,Meta Ads,FB - Retargeting,600.17,9448,196,7,1
2026-08-15,Email,Monthly Newsletter,26.05,3472,458,30,6
2026-08-15,Email,Promo Blast,21.02,3108,350,29,6
2026-08-15,Organic Social,LinkedIn Organic,0.0,22780,434,10,1
2026-08-15,Organic Social,FB Organic,0.0,14598,432,14,2
2026-08-15,LinkedIn Ads,Sponsored Content,606.73,18357,172,6,1
2026-08-15,LinkedIn Ads,InMail Campaign,416.2,10977,94,3,0
2026-08-16,Google Ads,Search - Brand,439.47,21876,807,51,11
2026-08-16,Google Ads,Search - Competitor,514.4,18409,624,53,9
2026-08-16,Google Ads,Display - Retargeting,510.54,13803,721,35,4
2026-08-16,Meta Ads,FB - Lead Gen,440.82,10292,252,8,1
2026-08-16,Meta Ads,IG - Awareness,491.1,11061,198,9,1
2026-08-16,Meta Ads,FB - Retargeting,605.86,19086,406,14,1
2026-08-16,Email,Monthly Newsletter,21.17,3098,412,12,2
2026-08-16,Email,Promo Blast,25.99,2861,431,43,10
2026-08-16,Organic Social,LinkedIn Organic,0.0,18749,746,31,3
2026-08-16,Organic Social,FB Organic,0.0,13619,448,16,2
2026-08-16,LinkedIn Ads,Sponsored Content,457.63,6920,71,3,0
2026-08-16,LinkedIn Ads,InMail Campaign,415.16,19584,67,3,0
2026-08-17,Google Ads,Search - Brand,531.95,21904,810,59,11
2026-08-17,Google Ads,Search - Competitor,789.23,12331,473,37,7
2026-08-17,Google Ads,Display - Retargeting,368.26,12842,622,46,6
2026-08-17,Meta Ads,FB - Lead Gen,126.67,17092,232,3,0
2026-08-17,Meta Ads,IG - Awareness,561.63,15514,266,15,3
2026-08-17,Meta Ads,FB - Retargeting,655.24,9429,168,3,0
2026-08-17,Email,Monthly Newsletter,23.45,3313,401,42,9
2026-08-17,Email,Promo Blast,38.47,2842,276,26,3
2026-08-17,Organic Social,LinkedIn Organic,0.0,13867,368,9,1
2026-08-17,Organic Social,FB Organic,0.0,12433,497,11,1
2026-08-17,LinkedIn Ads,Sponsored Content,523.38,8474,74,2,0
2026-08-17,LinkedIn Ads,InMail Campaign,341.7,17771,173,10,1
2026-08-18,Google Ads,Search - Brand,565.3,12694,739,35,4
2026-08-18,Google Ads,Search - Competitor,699.81,11815,430,14,2
2026-08-18,Google Ads,Display - Retargeting,587.59,15972,855,59,10
2026-08-18,Meta Ads,FB - Lead Gen,443.54,17040,384,15,2
2026-08-18,Meta Ads,IG - Awareness,350.83,9219,188,8,1
2026-08-18,Meta Ads,FB - Retargeting,451.66,20627,335,17,3
2026-08-18,Email,Monthly Newsletter,21.2,3296,427,42,7
2026-08-18,Email,Promo Blast,24.76,4194,622,68,12
2026-08-18,Organic Social,LinkedIn Organic,0.0,17071,514,14,2
2026-08-18,Organic Social,FB Organic,0.0,15842,428,18,3
2026-08-18,LinkedIn Ads,Sponsored Content,316.24,14800,93,5,0
2026-08-18,LinkedIn Ads,InMail Campaign,557.76,11836,95,2,0
2026-08-19,Google Ads,Search - Brand,677.83,16983,764,51,13
2026-08-19,Google Ads,Search - Competitor,557.24,15554,547,24,4
2026-08-19,Google Ads,Display - Retargeting,765.59,13974,599,31,4
2026-08-19,Meta Ads,FB - Lead Gen,501.08,9010,203,6,1
2026-08-19,Meta Ads,IG - Awareness,318.5,17675,360,16,2
2026-08-19,Meta Ads,FB - Retargeting,495.78,10267,175,9,1
2026-08-19,Email,Monthly Newsletter,25.09,2512,340,30,1
2026-08-19,Email,Promo Blast,29.89,2987,444,26,1
2026-08-19,Organic Social,LinkedIn Organic,0.0,16166,320,6,1
2026-08-19,Organic Social,FB Organic,0.0,17923,467,5,0
2026-08-19,LinkedIn Ads,Sponsored Content,420.12,13400,104,5,0
2026-08-19,LinkedIn Ads,InMail Campaign,307.8,16944,82,1,0
2026-08-20,Google Ads,Search - Brand,676.05,14770,479,22,3
2026-08-20,Google Ads,Search - Competitor,360.62,12043,612,52,8
2026-08-20,Google Ads,Display - Retargeting,713.47,7343,374,17,3
2026-08-20,Meta Ads,FB - Lead Gen,437.76,20281,301,14,2
2026-08-20,Meta Ads,IG - Awareness,448.2,14264,213,8,1
2026-08-20,Meta Ads,FB - Retargeting,494.81,15338,320,16,2
2026-08-20,Email,Monthly Newsletter,30.43,2406,322,34,2
2026-08-20,Email,Promo Blast,25.58,2765,281,35,5
2026-08-20,Organic Social,LinkedIn Organic,0.0,15302,522,14,3
2026-08-20,Organic Social,FB Organic,0.0,6287,168,4,0
2026-08-20,LinkedIn Ads,Sponsored Content,154.71,25196,222,11,2
2026-08-20,LinkedIn Ads,InMail Campaign,713.66,18482,175,9,1
2026-08-21,Google Ads,Search - Brand,528.63,11695,453,16,2
2026-08-21,Google Ads,Search - Competitor,347.3,15763,704,44,6
2026-08-21,Google Ads,Display - Retargeting,1061.53,20440,690,44,6
2026-08-21,Meta Ads,FB - Lead Gen,348.31,9639,188,5,1
2026-08-21,Meta Ads,IG - Awareness,582.61,20495,306,13,2
2026-08-21,Meta Ads,FB - Retargeting,411.35,11912,283,12,2
2026-08-21,Email,Monthly Newsletter,19.86,2390,254,22,2
2026-08-21,Email,Promo Blast,24.94,2155,200,21,4
2026-08-21,Organic Social,LinkedIn Organic,0.0,10928,260,6,1
2026-08-21,Organic Social,FB Organic,0.0,13013,300,9,1
2026-08-21,LinkedIn Ads,Sponsored Content,391.7,20301,189,9,1
2026-08-21,LinkedIn Ads,InMail Campaign,473.78,19250,142,9,2
2026-08-22,Google Ads,Search - Brand,849.56,16220,815,69,13
2026-08-22,Google Ads,Search - Competitor,524.81,13205,622,22,3
2026-08-22,Google Ads,Display - Retargeting,764.48,6234,366,29,4
2026-08-22,Meta Ads,FB - Lead Gen,530.06,15012,336,17,1
2026-08-22,Meta Ads,IG - Awareness,535.18,14177,259,8,2
2026-08-22,Meta Ads,FB - Retargeting,588.01,12040,158,5,1
2026-08-22,Email,Monthly Newsletter,26.5,3626,503,58,11
2026-08-22,Email,Promo Blast,16.32,2902,422,37,7
2026-08-22,Organic Social,LinkedIn Organic,0.0,10880,318,10,1
2026-08-22,Organic Social,FB Organic,0.0,11242,412,11,2
2026-08-22,LinkedIn Ads,Sponsored Content,621.98,14675,93,1,0
2026-08-22,LinkedIn Ads,InMail Campaign,295.44,20513,167,9,0
2026-08-23,Google Ads,Search - Brand,420.31,18548,882,50,10
2026-08-23,Google Ads,Search - Competitor,845.37,14115,643,40,11
2026-08-23,Google Ads,Display - Retargeting,285.1,17732,779,54,7
2026-08-23,Meta Ads,FB - Lead Gen,460.95,17845,521,25,3
2026-08-23,Meta Ads,IG - Awareness,417.23,13186,152,5,1
2026-08-23,Meta Ads,FB - Retargeting,318.01,19193,379,11,1
2026-08-23,Email,Monthly Newsletter,34.99,3366,404,33,6
2026-08-23,Email,Promo Blast,21.8,1947,329,30,5
2026-08-23,Organic Social,LinkedIn Organic,0.0,12059,348,5,1
2026-08-23,Organic Social,FB Organic,0.0,10872,297,12,2
2026-08-23,LinkedIn Ads,Sponsored Content,310.93,20017,183,10,2
2026-08-23,LinkedIn Ads,InMail Campaign,719.37,23740,163,12,2
2026-08-24,Google Ads,Search - Brand,674.86,8230,357,16,3
2026-08-24,Google Ads,Search - Competitor,760.66,6702,300,24,4
2026-08-24,Google Ads,Display - Retargeting,709.36,16404,788,43,5
2026-08-24,Meta Ads,FB - Lead Gen,335.82,17837,322,12,1
2026-08-24,Meta Ads,IG - Awareness,431.06,19187,322,7,1
2026-08-24,Meta Ads,FB - Retargeting,442.76,15125,359,14,2
2026-08-24,Email,Monthly Newsletter,17.63,2890,389,18,3
2026-08-24,Email,Promo Blast,25.63,3020,437,43,10
2026-08-24,Organic Social,LinkedIn Organic,0.0,15543,474,9,2
2026-08-24,Organic Social,FB Organic,0.0,14931,493,15,2
2026-08-24,LinkedIn Ads,Sponsored Content,245.16,12176,70,5,0
2026-08-24,LinkedIn Ads,InMail Campaign,411.08,18556,115,4,0
2026-08-25,Google Ads,Search - Brand,754.32,17006,803,49,9
2026-08-25,Google Ads,Search - Competitor,630.25,10880,494,20,3
2026-08-25,Google Ads,Display - Retargeting,527.9,25157,1123,38,6
2026-08-25,Meta Ads,FB - Lead Gen,527.26,21693,344,7,1
2026-08-25,Meta Ads,IG - Awareness,305.6,13255,226,8,1
2026-08-25,Meta Ads,FB - Retargeting,386.91,13905,249,10,1
2026-08-25,Email,Monthly Newsletter,27.73,3421,442,45,4
2026-08-25,Email,Promo Blast,25.31,3239,445,31,4
2026-08-25,Organic Social,LinkedIn Organic,0.0,17145,620,16,3
2026-08-25,Organic Social,FB Organic,0.0,14502,416,15,2
2026-08-25,LinkedIn Ads,Sponsored Content,706.03,11591,102,4,0
2026-08-25,LinkedIn Ads,InMail Campaign,448.78,15549,196,9,1
2026-08-26,Google Ads,Search - Brand,640.95,6701,295,17,3
2026-08-26,Google Ads,Search - Competitor,746.04,12985,566,26,3
2026-08-26,Google Ads,Display - Retargeting,646.48,9905,408,17,3
2026-08-26,Meta Ads,FB - Lead Gen,676.83,9793,110,4,0
2026-08-26,Meta Ads,IG - Awareness,492.18,13214,228,10,2
2026-08-26,Meta Ads,FB - Retargeting,238.58,13524,253,7,1
2026-08-26,Email,Monthly Newsletter,21.03,2979,397,29,2
2026-08-26,Email,Promo Blast,22.32,3514,393,26,5
2026-08-26,Organic Social,LinkedIn Organic,0.0,12959,400,14,4
2026-08-26,Organic Social,FB Organic,0.0,19639,529,10,1
2026-08-26,LinkedIn Ads,Sponsored Content,462.06,10685,82,4,0
2026-08-26,LinkedIn Ads,InMail Campaign,506.73,16163,116,4,0
2026-08-27,Google Ads,Search - Brand,867.72,15053,646,27,8
2026-08-27,Google Ads,Search - Competitor,439.0,13284,647,45,10
2026-08-27,Google Ads,Display - Retargeting,871.14,17024,604,33,6
2026-08-27,Meta Ads,FB - Lead Gen,707.96,9408,210,8,1
2026-08-27,Meta Ads,IG - Awareness,454.77,11630,240,11,2
2026-08-27,Meta Ads,FB - Retargeting,465.11,12600,156,7,1
2026-08-27,Email,Monthly Newsletter,18.96,2730,297,14,1
2026-08-27,Email,Promo Blast,17.91,2793,285,13,3
2026-08-27,Organic Social,LinkedIn Organic,0.0,11883,375,12,2
2026-08-27,Organic Social,FB Organic,0.0,19368,517,9,1
2026-08-27,LinkedIn Ads,Sponsored Content,595.21,25351,154,9,1
2026-08-27,LinkedIn Ads,InMail Campaign,538.13,9118,54,2,0
2026-08-28,Google Ads,Search - Brand,503.84,17636,956,67,17
2026-08-28,Google Ads,Search - Competitor,662.37,10132,580,28,6
2026-08-28,Google Ads,Display - Retargeting,836.06,16826,530,23,5
2026-08-28,Meta Ads,FB - Lead Gen,446.94,15318,317,15,2
2026-08-28,Meta Ads,IG - Awareness,442.32,13749,289,13,2
2026-08-28,Meta Ads,FB - Retargeting,592.91,14483,216,6,0
2026-08-28,Email,Monthly Newsletter,23.3,3616,364,34,5
2026-08-28,Email,Promo Blast,23.37,2244,257,21,4
2026-08-28,Organic Social,LinkedIn Organic,0.0,10206,372,11,2
2026-08-28,Organic Social,FB Organic,0.0,12928,404,13,1
2026-08-28,LinkedIn Ads,Sponsored Content,389.39,13980,117,7,0
2026-08-28,LinkedIn Ads,InMail Campaign,393.98,12949,86,3,0
